Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2024-05-02,172.21681213378906,165.82717895507812,187.31578063964844,440.0745544433594,394.8256530761719,85.78881072998047,114.08999633789062,180.00999450683594,265.6282043457031,59.04159927368164,172.60497864880503,165.9366561572897,189.1140710696836,442.3462657809091,396.89981398666424,86.20867093085921,114.08999633789062,184.60000610351562,267.47444590027465,59.219584637109534,170.08687006909776,163.1101731735162,185.22428711684196,430.7087280659752,391.6598205584853,83.17266601309362,114.08999633789062,176.02000427246094,264.67532209033953,57.92425132460063,171.69925171807526,164.00588469256783,188.69382473662347,437.24488105143956,394.64702416400013,84.42125626969049,114.08999633789062,182.86000061035156,267.3553394048018,58.28021827946125,94214900,24294500,6501700,15221300,17709400,377898000,0.0,89148000,5061700,17574100
2024-05-03,182.51817321777344,166.4442596435547,186.1918487548828,450.3171691894531,403.5788269042969,88.75983428955078,122.73999786376953,181.19000244140625,266.501708984375,59.15036392211914,186.12115543095717,167.16083502137172,188.1660671204645,452.5191579879948,404.06510458639696,89.25166943381491,122.73999786376953,184.77999877929688,267.4546215907336,59.308572702630535,181.80155578938326,162.27419368231517,184.18832648254292,442.2366626961111,398.815177316325,87.01140828668458,122.73999786376953,178.4199981689453,264.52645546427095,58.47797566194703,185.7727942523785,166.76272915248109,187.64808142207335,444.30908875789413,399.2320083912343,87.76016278941914,122.73999786376953,182.10000610351562,267.0079419132791,58.95260200348119,163224100,34662400,8922800,16489100,17446700,398341000,0.0,75491500,3862000,14207400
2024-05-06,180.85604858398438,167.30014038085938,187.6480712890625,463.9873046875,410.4067077636719,92.10972595214844,122.73999786376953,184.75999450683594,270.65081787109375,59.19980239868164,183.33433694545525,167.33994336801806,187.84353504740284,464.465570894487,410.7937370714025,92.18970149787158,122.73999786376953,187.55999755859375,270.7599887512357,59.32834820929365,179.5721025190793,165.23998271662975,185.51749097117377,451.69216267855865,403.29101993493754,89.02574047227303,122.73999786376953,182.1999969482422,267.5737681553052,58.725176065646664,181.49304025440043,166.66318628303551,187.38418701319216,453.92401083119677,405.66292597330005,89.36062948973989,122.73999786376953,183.8000030517578,267.65316240526414,59.32834820929365,78569700,21871300,7911100,15094600,16996600,376203000,0.0,84390300,3958700,11119400
2024-05-07,181.54275512695312,170.43515014648438,187.40374755859375,466.53802490234375,406.2384948730469,90.52425384521484,122.73999786376953,177.80999755859375,274.4127197265625,59.9414176940918,184.03100569167054,170.94271797332505,188.55699423151734,469.8160748777237,411.52812730475875,91.75084815179432,122.73999786376953,183.25999450683594,275.82221751574315,60.11940307297194,180.46784424762225,167.58875812637166,187.30600821790244,459.63322146185084,405.9903890817075,88.98176145323684,122.73999786376953,177.39999389648438,270.8095961524408,59.37779858496983,182.58782340154968,167.69823532661383,187.3548778882481,464.59513103388576,411.5181933814727,91.06807385977748,122.73999786376953,182.39999389648438,271.69301996718076,59.49645424689144,77305800,28039700,7688800,13406800,20018200,437342000,0.0,75045900,6377100,14520200
2024-05-08,181.88119506835938,168.5740509033203,191.21531677246094,470.8821716308594,407.4294128417969,90.38230895996094,122.73999786376953,174.72000122070312,275.1372985839844,59.62499237060547,182.20964601288568,169.34037610962505,192.1926503923824,473.8513202902337,409.1066104061556,91.16404981267715,122.73999786376953,176.05999755859375,276.4872126950526,60.168834837081306,180.59724908638574,167.93709679670465,186.6707214049972,461.31706019769786,403.6284151762591,89.39063036492911,122.73999786376953,170.14999389648438,272.88411975525287,59.545889863551984,181.9906787165348,168.1958541822666,186.6707214049972,461.81524276810575,405.07737479693975,89.45361321300157,122.73999786376953,171.58999633789062,275.74276674779446,59.95130011368797,45057100,19569100,9227600,11683900,11792300,325721000,0.0,79969500,9029700,11015700
2024-05-09,183.70260620117188,169.15130615234375,193.02340698242188,473.69195556640625,409.1959533691406,88.71784973144531,122.73999786376953,171.97000122070312,276.47735595703125,59.97029113769531,183.792179594264,169.87782842770906,193.11136343688054,474.34952983889076,409.59291660377954,91.04208295679378,122.73999786376953,175.6199951171875,276.72550464974626,60.10920631167931,181.2541604804327,167.37976174414283,190.67781205261716,465.9302621641491,406.00034935781423,88.20202038816478,122.73999786376953,171.3699951171875,274.353188607428,59.48410127643145,181.70204263297254,168.58401102643612,190.74621765733096,468.2916428171199,407.45921271703617,90.4992620554592,122.73999786376953,175.00999450683594,274.7502204574544,59.73215840953996,48983000,15346700,7977300,9437700,14689700,378013000,0.0,65950300,8948800,14550500
2024-05-10,182.4368438720703,167.84751892089844,194.26461791992188,474.4690856933594,411.59759521484375,89.84847259521484,122.73999786376953,168.47000122070312,278.6610107421875,60.009979248046875,184.47000383075684,169.0418211972959,194.82169035755336,475.76434819594465,412.23276061100023,91.3709748992257,122.73999786376953,173.05999755859375,278.9488716706727,60.10920436911448,181.51992740382525,165.39923266388908,193.77595108452343,467.89306977309053,408.67986853475014,89.19768547851668,122.73999786376953,167.75,277.17211877576574,59.69246643073324,184.28063783698332,167.2304738812949,194.0398204383302,475.35583484503064,409.8112455392715,90.2753342742342,122.73999786376953,173.0500030517578,277.47982069216613,59.94052355582522,50759500,29799900,7529800,10750000,13402300,335325000,0.0,72627200,8986400,12356600
2024-05-13,185.65603637695312,168.33518981933594,194.2255401611328,466.3088684082031,410.5853271484375,90.36930847167969,122.73999786376953,171.88999938964844,277.321044921875,59.940521240234375,186.47329700939974,168.47452305757707,195.32016414813458,471.62945471547624,415.18025140614657,90.96811074029578,122.73999786376953,175.39999389648438,280.0605856674316,60.87321463193043,184.00159305347216,163.2196478065062,193.55117745909578,461.16762053219,407.7073059282806,88.49991996993283,122.73999786376953,169.0,277.0331839801903,59.82145488460431,184.81885368591878,163.47840519575857,194.29396068472738,471.0316295379581,414.84283115281045,90.44827727503778,122.73999786376953,170.0,279.37569290814594,60.14888830884979,72044800,31327600,7049200,14668800,15440200,289680000,0.0,67018900,10528400,19260500
2024-05-14,186.8021697998047,169.52947998046875,196.94252014160156,470.1349182128906,413.40380859375,91.32598876953125,122.73999786376953,177.5500030517578,275.6832275390625,59.394798278808594,187.66926595480425,170.43515363864887,197.01094066284546,470.82241262247226,414.3267549073316,91.62089001998181,122.73999786376953,179.49000549316406,277.91656549460663,60.079434577307865,185.6659889969534,167.99681433185833,193.66846100112872,458.4076805354275,408.43175863614476,88.904779793576,122.73999786376953,174.07000732421875,272.2389229026266,58.97806034294502,186.8819036535792,168.9622000666333,194.48941777847745,461.68573050507666,408.8981987547859,89.5695622301617,122.73999786376953,174.5,277.3706505554408,60.049668933693084,52393600,25127100,8596200,10478600,15109300,296507000,0.0,86407400,18526100,18780100
2024-05-15,189.08450317382812,171.68914794921875,197.52891540527344,479.7896728515625,420.6317443847656,94.5988998413086,122.73999786376953,173.99000549316406,279.4154052734375,59.36503601074219,190.0113806876588,171.82848118606026,198.09577074283874,480.74617486177766,421.35753100749633,94.83082585877617,122.73999786376953,180.0,279.6437129571399,59.47417797188608,186.74236879853999,169.69866445937762,195.24195811825152,469.48726106394446,414.85536761085484,91.56889766124672,122.73999786376953,173.11000061035156,275.01821806611326,59.00783312684863,187.28056849688068,169.81810379537313,197.43117606975468,473.2535200362329,415.48172683662517,92.4416118733137,122.73999786376953,179.89999389648438,275.09761231302633,59.36503601074219,70400000,26948400,8370000,13100500,22239500,417735000,0.0,79663000,21288400,22240600
2024-05-16,189.2041015625,173.3511962890625,197.88075256347656,471.5098876953125,418.5538330078125,94.3280029296875,122.73999786376953,174.83999633789062,278.28173828125,63.512550354003906,190.45989075478766,174.28672593990896,199.84518790334496,475.9536677204274,422.9582208339026,95.78752238437566,122.73999786376953,175.7899932861328,280.80760306962935,63.919360115036625,189.02471179656044,171.86829583867203,197.41163656989713,471.0316214801493,417.91755229509,94.07208269713682,122.73999786376953,171.42999267578125,277.70498130003926,62.45086234417054,189.83199615864385,172.46543176167918,197.63641914201853,473.27344305250324,419.35914332573157,94.87882442022669,122.73999786376953,174.10000610351562,280.1711522719471,63.720917436986944,52845200,27867900,8497900,16608200,17530100,323952000,0.0,59812200,10341500,60545600
2024-05-17,189.2340087890625,175.2222900390625,200.14816284179688,470.1947021484375,417.7783203125,92.4486083984375,122.73999786376953,177.4600067138672,278.5403137207031,64.14757537841797,190.17086260921994,175.4312975242247,200.40227914931614,471.0814513592593,420.4726599302369,94.70886703782735,122.73999786376953,179.6300048828125,279.34580093658104,64.37578369892543,188.5463175718117,172.86357154778918,198.21304628193718,466.7173973529921,415.6109428181483,91.77583301886031,122.73999786376953,172.75,276.5514504029511,63.13550183307977,188.87521403256983,173.35123036952348,199.19037998672493,469.1186107116518,420.09485405964773,94.33799437588382,122.73999786376953,173.5500030517578,278.49057392917183,63.740758051274355,41282900,24479300,9260500,10807300,15352200,359691000,0.0,77445800,6177800,29330400
2024-05-20,190.4000701904297,176.0781707763672,191.1469268798828,467.1358337402344,422.878662109375,94.74887084960938,122.73999786376953,174.9499969482422,276.989013671875,63.68122482299805,191.27712733733017,177.9193741112275,201.21346697480323,471.4800016099991,424.30037978174784,95.16873108150425,122.73999786376953,177.75,278.70936108700545,64.2567191643118,188.3768712601109,175.24217134065958,190.97099905911904,465.3423886311172,417.55961512858175,93.40931459730984,122.73999786376953,173.52000427246094,276.63100247980094,63.37363262832503,188.69580666177544,175.3516485419678,199.75723439281114,468.2418148692893,417.778343258253,93.71921034558147,122.73999786376953,177.55999755859375,277.66521994311296,63.91935754108895,44361300,22554400,17373300,11745100,16272100,318764000,0.0,61727400,5460900,15001400
2024-05-21,191.70570373535156,177.00376892089844,194.9976348876953,462.941162109375,426.5572509765625,95.35466766357422,122.73999786376953,186.60000610351562,274.41339111328125,64.64368438720703,192.08442053272114,177.30232932665308,195.36901157364028,468.9891060973983,430.46450167288947,95.36866300361463,122.73999786376953,186.8800048828125,276.8795618696493,64.68337443322372,190.28048580582154,174.97346704465423,192.14382211389852,460.5897244545208,422.39149513236316,93.14939104451075,122.73999786376953,174.7100067138672,273.34934209945254,63.949119937068474,190.44991454290118,176.05827701539062,192.53474965055523,465.4221016970654,424.36001790160714,93.56825212335475,122.73999786376953,175.50999450683594,276.451963597878,64.02850002910183,42309400,16989400,14420800,11742200,21453300,328946000,0.0,115266500,6578200,17131700
2024-05-22,190.26055908203125,175.540771484375,193.8150634765625,466.0796813964844,428.0287170410156,94.91881561279297,122.73999786376953,180.11000061035156,274.04547119140625,64.74291229248047,192.17414127105863,176.3070968146428,196.3854561424964,471.9980927279,429.90779482091807,95.98846392246197,122.73999786376953,183.8000030517578,276.53155041109176,65.17949527290104,189.63267965869522,174.3763402817088,193.20912129274825,463.9574187949519,424.6583495892153,93.21837781672151,122.73999786376953,178.1199951171875,273.5880411123252,64.2269567820677,191.6259804985601,175.7995289117943,194.4894261845779,466.16935060979057,427.6012125858257,95.42765114316352,122.73999786376953,182.85000610351562,273.99576174607125,64.47501391728794,34648500,17880000,9425300,10078600,18073700,548648000,0.0,88313500,4202500,14879400
2024-05-23,186.2540283203125,172.72422790527344,192.45654296875,464.0869445800781,424.529052734375,103.7649154663086,122.73999786376953,173.74000549316406,272.7030029296875,64.33609008789062,190.3602230291439,177.40186161179759,193.80526819470813,472.63574393448664,431.09086617504613,106.28508365177811,122.73999786376953,181.89999389648438,275.89512003616306,65.01080574742895,186.00486572472462,172.12707671457434,191.62581830364607,459.8623661995607,422.95820916796526,101.48665694608555,122.73999786376953,173.25999450683594,271.50967280789416,64.05826732868704,190.34028576334703,176.22748350592448,193.32636933158128,471.1611430164987,430.4645069803894,101.99449335003398,122.73999786376953,181.8000030517578,273.7073582620905,64.66352729842447,51005900,21024900,8069400,11747900,17211700,835065000,0.0,71975500,6115900,16222900
2024-05-24,189.3436279296875,174.15736389160156,196.16067504882812,476.4817199707031,427.6707763671875,106.43403625488281,122.73999786376953,179.24000549316406,272.9615478515625,64.87190246582031,189.94162421863646,174.93365126217552,196.20952980885477,478.10579995092274,428.565562226306,106.44003098960508,122.73999786376953,180.0800018310547,273.7073716271904,65.17949847628088,187.41012383078694,172.82372836993727,193.08206460769892,464.60503458401325,421.95405016489985,102.96617374072069,122.73999786376953,173.72999572753906,271.8279114933846,64.50478273251744,188.1875250894915,174.14740175468117,193.26776041717747,465.92024381535487,424.71796179341015,104.41469537259921,122.73999786376953,174.83999633789062,273.478671758492,64.62384531840881,36294600,16572500,7355400,12012300,11845800,429494000,0.0,65479700,4339700,11793800
